true_radius,predicted_radius,radius_error,ruler
[1.443],[1.4192954],[0.01642726],1.5684798e-05
[0.855],[0.84896034],[0.00706395],1.5684798e-05
[1.443],[1.4213927],[0.01497386],1.5684798e-05
[1.443],[1.4201908],[0.01580676],1.5684798e-05
[0.855],[0.8489302],[0.00709923],1.5684798e-05
[1.443],[1.4230738],[0.01380886],1.5684798e-05
[1.443],[1.4204698],[0.01561344],1.5684798e-05
[0.855],[0.84482795],[0.01189716],1.5684798e-05
[1.443],[1.4209507],[0.01528019],1.5684798e-05
[0.855],[0.8469022],[0.00947114],1.5684798e-05
[0.855],[0.8451944],[0.01146856],1.5684798e-05
[1.443],[1.4232159],[0.01371039],1.5684798e-05
[0.855],[0.84928423],[0.00668513],1.5684798e-05
[1.443],[1.423331],[0.01363059],1.5684798e-05
[0.855],[0.84663063],[0.00978876],1.5684798e-05
[0.855],[0.8488979],[0.00713701],1.5684798e-05
[1.443],[1.4214036],[0.01496626],1.5684798e-05
[1.443],[1.4232438],[0.01369106],1.5684798e-05
[0.855],[0.84702194],[0.00933109],1.5684798e-05
[0.855],[0.85107154],[0.00459472],1.5684798e-05
[0.855],[0.84901637],[0.00699842],1.5684798e-05
[1.443],[1.4197369],[0.01612134],1.5684798e-05
[1.443],[1.4202749],[0.01574851],1.5684798e-05
[0.855],[0.8485439],[0.00755104],1.5684798e-05
[1.443],[1.4185057],[0.01697456],1.5684798e-05
[1.443],[1.4222698],[0.014366],1.5684798e-05
[0.855],[0.8462351],[0.01025137],1.5684798e-05
[0.855],[0.8498401],[0.00603499],1.5684798e-05
[0.855],[0.84856254],[0.00752922],1.5684798e-05
[1.443],[1.4196739],[0.01616496],1.5684798e-05
[1.443],[1.4232328],[0.01369866],1.5684798e-05
[1.443],[1.4208757],[0.01533215],1.5684798e-05
[0.855],[0.8488208],[0.00722715],1.5684798e-05
[0.855],[0.85084146],[0.00486381],1.5684798e-05
[1.443],[1.4202176],[0.01578817],1.5684798e-05
[1.443],[1.4246999],[0.01268195],1.5684798e-05
[0.855],[0.84769744],[0.00854103],1.5684798e-05
[0.855],[0.8494373],[0.00650611],1.5684798e-05
[1.443],[1.4201978],[0.01580188],1.5684798e-05
[0.855],[0.8461953],[0.01029794],1.5684798e-05
[0.855],[0.84593195],[0.01060593],1.5684798e-05
[1.443],[1.419791],[0.01608384],1.5684798e-05
[1.443],[1.4186654],[0.01686386],1.5684798e-05
[0.855],[0.84450483],[0.01227507],1.5684798e-05
[0.855],[0.84740454],[0.0088836],1.5684798e-05
[0.855],[0.84732765],[0.00897353],1.5684798e-05
[1.443],[1.4246196],[0.01273763],1.5684798e-05
[0.855],[0.8504046],[0.00537474],1.5684798e-05
[0.855],[0.8488788],[0.00715932],1.5684798e-05
[0.855],[0.8459807],[0.01054891],1.5684798e-05
[0.855],[0.84489805],[0.01181517],1.5684798e-05
[0.855],[0.84804755],[0.00813154],1.5684798e-05
[1.443],[1.424058],[0.01312682],1.5684798e-05
[1.443],[1.4212008],[0.01510687],1.5684798e-05
[1.443],[1.4228952],[0.01393262],1.5684798e-05
[1.443],[1.4189956],[0.01663502],1.5684798e-05
[0.855],[0.84858614],[0.00750161],1.5684798e-05
[0.855],[0.8479646],[0.00822858],1.5684798e-05
[1.443],[1.4222823],[0.01435733],1.5684798e-05
[0.855],[0.84508127],[0.01160088],1.5684798e-05
[1.443],[1.4219425],[0.01459285],1.5684798e-05
[0.855],[0.8497816],[0.00610345],1.5684798e-05
[0.855],[0.843895],[0.0129883],1.5684798e-05
[1.443],[1.4213855],[0.01497882],1.5684798e-05
[0.855],[0.84741867],[0.00886708],1.5684798e-05
[1.443],[1.4203136],[0.01572167],1.5684798e-05
[0.855],[0.84335494],[0.01361998],1.5684798e-05
[0.855],[0.84922844],[0.00675038],1.5684798e-05
[0.855],[0.847283],[0.00902575],1.5684798e-05
[0.855],[0.8451057],[0.01157229],1.5684798e-05
[0.855],[0.8496147],[0.00629864],1.5684798e-05
[0.855],[0.8472184],[0.00910132],1.5684798e-05
[1.443],[1.4204521],[0.01562567],1.5684798e-05
[1.443],[1.4213235],[0.01502177],1.5684798e-05
[1.443],[1.4188604],[0.01672871],1.5684798e-05
[1.443],[1.4191387],[0.01653589],1.5684798e-05
[0.855],[0.84952885],[0.00639903],1.5684798e-05
[1.443],[1.4210012],[0.01524516],1.5684798e-05
[0.855],[0.8463256],[0.01014555],1.5684798e-05
[0.855],[0.8476207],[0.00863075],1.5684798e-05
[0.855],[0.84632677],[0.01014415],1.5684798e-05
[1.443],[1.4198819],[0.0160208],1.5684798e-05
[1.443],[1.4214116],[0.01496072],1.5684798e-05
[0.855],[0.84650576],[0.0099348],1.5684798e-05
[0.855],[0.8449318],[0.01177572],1.5684798e-05
[1.443],[1.4209075],[0.01531009],1.5684798e-05
[1.443],[1.4201597],[0.01582832],1.5684798e-05
[0.855],[0.8471623],[0.00916691],1.5684798e-05
[0.855],[0.8476921],[0.00854731],1.5684798e-05
[0.855],[0.84594035],[0.0105961],1.5684798e-05
[0.855],[0.84572434],[0.01084874],1.5684798e-05
[0.855],[0.8450965],[0.01158303],1.5684798e-05
[1.443],[1.4162809],[0.01851635],1.5684798e-05
[1.443],[1.4195714],[0.01623601],1.5684798e-05
[0.855],[0.84592706],[0.01061165],1.5684798e-05
[0.855],[0.8486741],[0.00739871],1.5684798e-05
[0.855],[0.84453934],[0.01223471],1.5684798e-05
[0.855],[0.8457804],[0.01078321],1.5684798e-05
[1.443],[1.4227799],[0.0140125],1.5684798e-05
[0.855],[0.8464924],[0.00995042],1.5684798e-05
[0.855],[0.84545887],[0.01115924],1.5684798e-05
[0.855],[0.84730315],[0.00900218],1.5684798e-05
[1.443],[1.422872],[0.01394873],1.5684798e-05
[0.855],[0.8477953],[0.00842656],1.5684798e-05
[0.855],[0.8481726],[0.00798528],1.5684798e-05
[0.855],[0.8472623],[0.00904994],1.5684798e-05
[1.443],[1.421308],[0.01503251],1.5684798e-05
[0.855],[0.8470621],[0.0092841],1.5684798e-05
[0.855],[0.84851116],[0.00758931],1.5684798e-05
[0.855],[0.84812325],[0.008043],1.5684798e-05
[0.855],[0.85106504],[0.00460231],1.5684798e-05
[0.855],[0.8444585],[0.01232924],1.5684798e-05
[1.443],[1.4202235],[0.01578412],1.5684798e-05
[0.855],[0.8452268],[0.01143064],1.5684798e-05
[0.855],[0.84171414],[0.01553904],1.5684798e-05
[1.443],[1.4205722],[0.01554248],1.5684798e-05
[0.855],[0.84915465],[0.00683669],1.5684798e-05
[0.855],[0.8483524],[0.00777502],1.5684798e-05
[0.855],[0.84747857],[0.00879702],1.5684798e-05
[1.443],[1.4210124],[0.01523739],1.5684798e-05
[0.855],[0.8474037],[0.00888458],1.5684798e-05
[1.443],[1.420416],[0.0156507],1.5684798e-05
[0.855],[0.8457152],[0.01085941],1.5684798e-05
[1.443],[1.4224279],[0.01425646],1.5684798e-05
[0.855],[0.84911424],[0.00688395],1.5684798e-05
[1.443],[1.417549],[0.01763752],1.5684798e-05
[1.443],[1.4201701],[0.01582113],1.5684798e-05
[0.855],[0.8487452],[0.00731555],1.5684798e-05
[1.443],[1.4230089],[0.01385381],1.5684798e-05
[0.855],[0.84606665],[0.01044838],1.5684798e-05
[1.443],[1.417988],[0.01733335],1.5684798e-05
[0.855],[0.8506749],[0.00505859],1.5684798e-05
[1.443],[1.421922],[0.01460706],1.5684798e-05
[0.855],[0.8481265],[0.00803924],1.5684798e-05
[1.443],[1.4200494],[0.01590473],1.5684798e-05
[1.443],[1.4203123],[0.01572257],1.5684798e-05
[1.443],[1.4202428],[0.01577074],1.5684798e-05
[1.443],[1.4225769],[0.01415319],1.5684798e-05
[1.443],[1.4185877],[0.01691772],1.5684798e-05
[0.855],[0.8493687],[0.00658635],1.5684798e-05
[0.855],[0.8500546],[0.00578409],1.5684798e-05
[0.855],[0.8463175],[0.01015496],1.5684798e-05
[0.855],[0.8458093],[0.0107494],1.5684798e-05
[0.855],[0.84792393],[0.00827612],1.5684798e-05
[1.443],[1.4178429],[0.01743388],1.5684798e-05
[0.855],[0.8478541],[0.00835783],1.5684798e-05
[1.443],[1.418572],[0.01692863],1.5684798e-05
[0.855],[0.84758383],[0.0086739],1.5684798e-05
[0.855],[0.8453153],[0.01132718],1.5684798e-05
[1.443],[1.4190917],[0.01656844],1.5684798e-05
[0.855],[0.8446072],[0.01215537],1.5684798e-05
[0.855],[0.8491203],[0.00687684],1.5684798e-05
[1.443],[1.4222591],[0.01437344],1.5684798e-05
[0.855],[0.8498313],[0.00604531],1.5684798e-05
[1.443],[1.4203334],[0.01570795],1.5684798e-05
[0.855],[0.8473236],[0.00897827],1.5684798e-05
[1.443],[1.4200612],[0.01589656],1.5684798e-05
[0.855],[0.84810174],[0.00806817],1.5684798e-05
[1.443],[1.4233762],[0.01359928],1.5684798e-05
[0.855],[0.84835047],[0.00777726],1.5684798e-05
[1.443],[1.4203725],[0.01568086],1.5684798e-05
[0.855],[0.84455943],[0.01221121],1.5684798e-05
[0.855],[0.8495622],[0.00635999],1.5684798e-05
[1.443],[1.4224558],[0.01423713],1.5684798e-05
[0.855],[0.84737206],[0.0089216],1.5684798e-05
[1.443],[1.425292],[0.01227162],1.5684798e-05
[1.443],[1.4194636],[0.01631069],1.5684798e-05
[1.443],[1.4214618],[0.01492595],1.5684798e-05
[0.855],[0.8471721],[0.00915548],1.5684798e-05
[0.855],[0.84545714],[0.01116127],1.5684798e-05
[0.855],[0.84761965],[0.00863201],1.5684798e-05
[0.855],[0.8474763],[0.00879967],1.5684798e-05
[1.443],[1.4202974],[0.0157329],1.5684798e-05
[0.855],[0.84728813],[0.00901975],1.5684798e-05
[1.443],[1.4185243],[0.01696167],1.5684798e-05
[0.855],[0.8489797],[0.0070413],1.5684798e-05
[1.443],[1.4198779],[0.01602361],1.5684798e-05
[1.443],[1.4200547],[0.0159011],1.5684798e-05
[0.855],[0.84596485],[0.01056745],1.5684798e-05
[0.855],[0.8461184],[0.01038787],1.5684798e-05
[0.855],[0.8474243],[0.00886046],1.5684798e-05
[1.443],[1.4237199],[0.01336111],1.5684798e-05
[0.855],[0.8483304],[0.00780075],1.5684798e-05
[1.443],[1.423622],[0.01342893],1.5684798e-05
[0.855],[0.8485418],[0.00755348],1.5684798e-05
[1.443],[1.4177806],[0.01747701],1.5684798e-05
[0.855],[0.8452876],[0.01135953],1.5684798e-05
[1.443],[1.4242601],[0.01298671],1.5684798e-05
[0.855],[0.8475109],[0.00875923],1.5684798e-05
[1.443],[1.4193549],[0.01638603],1.5684798e-05
[0.855],[0.8452264],[0.01143112],1.5684798e-05
[0.855],[0.8461928],[0.01030087],1.5684798e-05
[1.443],[1.4210975],[0.01517841],1.5684798e-05
[1.443],[1.4205809],[0.01553645],1.5684798e-05
[0.855],[0.8474665],[0.0088111],1.5684798e-05
[1.443],[1.4216187],[0.01481723],1.5684798e-05
[0.855],[0.84614015],[0.01036242],1.5684798e-05
[1.443],[1.4214036],[0.01496626],1.5684798e-05
[1.443],[1.4195125],[0.01627682],1.5684798e-05
[0.855],[0.84585613],[0.01069461],1.5684798e-05
[0.855],[0.8463184],[0.01015391],1.5684798e-05
[0.855],[0.8458391],[0.01071454],1.5684798e-05
[0.855],[0.84918106],[0.0068058],1.5684798e-05
[1.443],[1.4220806],[0.01449711],1.5684798e-05
[1.443],[1.4194865],[0.01629483],1.5684798e-05
[1.443],[1.4205301],[0.01557164],1.5684798e-05
[1.443],[1.4224732],[0.01422506],1.5684798e-05
[0.855],[0.8471891],[0.00913554],1.5684798e-05
[0.855],[0.8496645],[0.00624036],1.5684798e-05
[1.443],[1.4212124],[0.01509877],1.5684798e-05
[1.443],[1.4183015],[0.01711608],1.5684798e-05
[0.855],[0.8498334],[0.0060428],1.5684798e-05
[1.443],[1.4215478],[0.01486638],1.5684798e-05
[0.855],[0.8478052],[0.00841499],1.5684798e-05
[1.443],[1.4186895],[0.01684717],1.5684798e-05
[0.855],[0.8474263],[0.00885816],1.5684798e-05
[1.443],[1.4194152],[0.01634423],1.5684798e-05
[1.443],[1.4199452],[0.01597694],1.5684798e-05
[1.443],[1.4216914],[0.01476683],1.5684798e-05
[1.443],[1.4224792],[0.01422093],1.5684798e-05
[1.443],[1.4180267],[0.0173065],1.5684798e-05
[0.855],[0.84715337],[0.00917737],1.5684798e-05
[1.443],[1.4194565],[0.01631565],1.5684798e-05
[1.443],[1.4211195],[0.01516321],1.5684798e-05
[0.855],[0.84534955],[0.0112871],1.5684798e-05
[1.443],[1.4199392],[0.01598115],1.5684798e-05
[0.855],[0.8491387],[0.00685537],1.5684798e-05
[0.855],[0.8529089],[0.00244574],1.5684798e-05
[0.855],[0.84979945],[0.00608253],1.5684798e-05
[0.855],[0.84898216],[0.00703844],1.5684798e-05
[1.443],[1.4183289],[0.01709707],1.5684798e-05
[1.443],[1.4206975],[0.01545565],1.5684798e-05
[0.855],[0.8509514],[0.00473526],1.5684798e-05
[0.855],[0.8469687],[0.00939334],1.5684798e-05
[1.443],[1.4206828],[0.01546582],1.5684798e-05
[0.855],[0.85044104],[0.00533214],1.5684798e-05
[0.855],[0.8490651],[0.0069414],1.5684798e-05
[1.443],[1.4187338],[0.01681644],1.5684798e-05
[1.443],[1.418773],[0.01678926],1.5684798e-05
[1.443],[1.419558],[0.01624526],1.5684798e-05
[1.443],[1.4196033],[0.01621387],1.5684798e-05
[1.443],[1.4231501],[0.01375599],1.5684798e-05
[0.855],[0.84737647],[0.00891644],1.5684798e-05
[1.443],[1.4239812],[0.01318002],1.5684798e-05
[0.855],[0.8469797],[0.00938052],1.5684798e-05
[0.855],[0.84922475],[0.0067547],1.5684798e-05
[0.855],[0.8509789],[0.00470305],1.5684798e-05
[0.855],[0.84431106],[0.01250171],1.5684798e-05
[0.855],[0.84281296],[0.01425388],1.5684798e-05
[1.443],[1.4172468],[0.01784694],1.5684798e-05
[0.855],[0.8497996],[0.00608239],1.5684798e-05
[0.855],[0.849317],[0.00664679],1.5684798e-05
[1.443],[1.4210603],[0.01520418],1.5684798e-05
[1.443],[1.4174478],[0.01770766],1.5684798e-05
[1.443],[1.4184862],[0.01698803],1.5684798e-05
[1.443],[1.4195472],[0.01625278],1.5684798e-05
[0.855],[0.8489077],[0.00712551],1.5684798e-05
[0.855],[0.84646714],[0.00997998],1.5684798e-05
[0.855],[0.84820837],[0.00794345],1.5684798e-05
[1.443],[1.4196248],[0.016199],1.5684798e-05
[1.443],[1.4194862],[0.01629508],1.5684798e-05
[0.855],[0.84361845],[0.01331177],1.5684798e-05
[1.443],[1.422551],[0.01417112],1.5684798e-05
[1.443],[1.4210222],[0.01523062],1.5684798e-05
[1.443],[1.4221485],[0.0144501],1.5684798e-05
[1.443],[1.4193048],[0.01642073],1.5684798e-05
[1.443],[1.4205229],[0.0155766],1.5684798e-05
[1.443],[1.4211031],[0.01517452],1.5684798e-05
[0.855],[0.84629095],[0.01018605],1.5684798e-05
[1.443],[1.420435],[0.01563757],1.5684798e-05
[1.443],[1.4224513],[0.01424026],1.5684798e-05
[0.855],[0.84584063],[0.01071273],1.5684798e-05
[0.855],[0.8451591],[0.01150983],1.5684798e-05
[0.855],[0.8468075],[0.00958192],1.5684798e-05
[1.443],[1.4209735],[0.01526432],1.5684798e-05
[0.855],[0.8431125],[0.0139035],1.5684798e-05
[1.443],[1.4203631],[0.01568738],1.5684798e-05
[1.443],[1.4216497],[0.01479575],1.5684798e-05
[1.443],[1.422554],[0.01416905],1.5684798e-05
[0.855],[0.8486424],[0.0074358],1.5684798e-05
[1.443],[1.4187741],[0.01678852],1.5684798e-05
[1.443],[1.4178014],[0.01746263],1.5684798e-05
[1.443],[1.4217014],[0.01475989],1.5684798e-05
[0.855],[0.8459503],[0.01058446],1.5684798e-05
[1.443],[1.4233419],[0.01362307],1.5684798e-05
[1.443],[1.4214773],[0.01491521],1.5684798e-05
[0.855],[0.85007393],[0.0057615],1.5684798e-05
[1.443],[1.420867],[0.01533818],1.5684798e-05
[0.855],[0.8497085],[0.00618891],1.5684798e-05
[0.855],[0.8473818],[0.00891023],1.5684798e-05
[0.855],[0.8433282],[0.01365128],1.5684798e-05
[0.855],[0.84667635],[0.00973529],1.5684798e-05
[1.443],[1.421639],[0.01480318],1.5684798e-05
[0.855],[0.8451324],[0.01154106],1.5684798e-05
[1.443],[1.4192383],[0.01646683],1.5684798e-05
[1.443],[1.4174206],[0.0177265],1.5684798e-05
[0.855],[0.8484681],[0.00763964],1.5684798e-05
[1.443],[1.4239953],[0.01317027],1.5684798e-05
[0.855],[0.85080487],[0.00490661],1.5684798e-05
[0.855],[0.848762],[0.00729596],1.5684798e-05
[1.443],[1.4213425],[0.01500864],1.5684798e-05
[0.855],[0.8497674],[0.00612004],1.5684798e-05
[0.855],[0.8484817],[0.00762375],1.5684798e-05
[0.855],[0.84681785],[0.00956979],1.5684798e-05
[0.855],[0.8513114],[0.00431419],1.5684798e-05
[0.855],[0.8484791],[0.00762681],1.5684798e-05
[0.855],[0.84622985],[0.01025751],1.5684798e-05
[0.855],[0.8466871],[0.00972274],1.5684798e-05
[0.855],[0.8482922],[0.00784544],1.5684798e-05
[0.855],[0.85012907],[0.00569702],1.5684798e-05
[1.443],[1.4189582],[0.01666097],1.5684798e-05
[0.855],[0.84904975],[0.00695938],1.5684798e-05
[1.443],[1.4237106],[0.01336755],1.5684798e-05
[0.855],[0.8505654],[0.00518672],1.5684798e-05
[1.443],[1.4192121],[0.016485],1.5684798e-05
[1.443],[1.4219301],[0.01460144],1.5684798e-05
[0.855],[0.85069734],[0.00503237],1.5684798e-05
[0.855],[0.849481],[0.00645501],1.5684798e-05
[0.855],[0.8497187],[0.00617699],1.5684798e-05
[1.443],[1.4202197],[0.01578676],1.5684798e-05
[1.443],[1.4221349],[0.01445952],1.5684798e-05
[0.855],[0.8484691],[0.00763853],1.5684798e-05
[1.443],[1.4218923],[0.01462763],1.5684798e-05
[1.443],[1.4203587],[0.01569044],1.5684798e-05
[1.443],[1.4220376],[0.01452693],1.5684798e-05
[1.443],[1.4195482],[0.01625212],1.5684798e-05
[1.443],[1.4215275],[0.01488043],1.5684798e-05
[0.855],[0.8460186],[0.01050457],1.5684798e-05
[1.443],[1.423536],[0.01348858],1.5684798e-05
[0.855],[0.84941846],[0.00652814],1.5684798e-05
[1.443],[1.422689],[0.01407554],1.5684798e-05
[1.443],[1.4214323],[0.01494643],1.5684798e-05
[0.855],[0.84702367],[0.00932907],1.5684798e-05
[0.855],[0.8476499],[0.00859666],1.5684798e-05
[1.443],[1.4175913],[0.0176082],1.5684798e-05
[0.855],[0.8490629],[0.00694398],1.5684798e-05
[0.855],[0.8457052],[0.01087112],1.5684798e-05
[1.443],[1.4207833],[0.01539617],1.5684798e-05
[0.855],[0.85283405],[0.0025333],1.5684798e-05
[0.855],[0.8484465],[0.00766495],1.5684798e-05
[0.855],[0.84896976],[0.00705294],1.5684798e-05
[0.855],[0.84280837],[0.01425924],1.5684798e-05
[1.443],[1.4198868],[0.01601742],1.5684798e-05
[1.443],[1.4189603],[0.01665948],1.5684798e-05
[1.443],[1.4191895],[0.0165007],1.5684798e-05
[0.855],[0.84851974],[0.00757927],1.5684798e-05
[0.855],[0.84989077],[0.00597573],1.5684798e-05
[1.443],[1.4237223],[0.01335945],1.5684798e-05
[1.443],[1.424767],[0.01263544],1.5684798e-05
[0.855],[0.8497059],[0.00619198],1.5684798e-05
[0.855],[0.8494844],[0.00645103],1.5684798e-05
[1.443],[1.4215641],[0.01485506],1.5684798e-05
[0.855],[0.8496259],[0.00628554],1.5684798e-05
[0.855],[0.8466768],[0.00973473],1.5684798e-05
[1.443],[1.4222053],[0.01441069],1.5684798e-05
[1.443],[1.4191062],[0.01655836],1.5684798e-05
[0.855],[0.84768933],[0.00855051],1.5684798e-05
[1.443],[1.4213357],[0.01501335],1.5684798e-05
[0.855],[0.845643],[0.0109439],1.5684798e-05
[1.443],[1.4197896],[0.01608483],1.5684798e-05
[0.855],[0.8484892],[0.00761496],1.5684798e-05
[1.443],[1.4227296],[0.01404737],1.5684798e-05
[1.443],[1.4188867],[0.01671053],1.5684798e-05
[1.443],[1.4214364],[0.01494354],1.5684798e-05
[1.443],[1.4189172],[0.01668938],1.5684798e-05
[1.443],[1.4165695],[0.01831635],1.5684798e-05
[0.855],[0.85113007],[0.00452626],1.5684798e-05
[0.855],[0.85093987],[0.00474871],1.5684798e-05
[0.855],[0.84802645],[0.00815622],1.5684798e-05
[0.855],[0.8462711],[0.01020926],1.5684798e-05
[1.443],[1.4209424],[0.01528589],1.5684798e-05
[1.443],[1.4205422],[0.01556322],1.5684798e-05
[0.855],[0.8488379],[0.00720714],1.5684798e-05
[0.855],[0.8497201],[0.00617532],1.5684798e-05
[0.855],[0.8458359],[0.01071824],1.5684798e-05
[1.443],[1.4217274],[0.01474189],1.5684798e-05
[0.855],[0.84665436],[0.00976101],1.5684798e-05
[0.855],[0.8495752],[0.00634479],1.5684798e-05
[0.855],[0.8452565],[0.01139592],1.5684798e-05
[0.855],[0.84423876],[0.01258627],1.5684798e-05
[1.443],[1.4242034],[0.01302603],1.5684798e-05
[1.443],[1.4208479],[0.0153514],1.5684798e-05
[0.855],[0.8443355],[0.01247313],1.5684798e-05
[1.443],[1.4214002],[0.01496866],1.5684798e-05
[1.443],[1.4196613],[0.01617372],1.5684798e-05
[0.855],[0.8490906],[0.00691163],1.5684798e-05
[1.443],[1.4190736],[0.016581],1.5684798e-05
[1.443],[1.4225904],[0.01414386],1.5684798e-05
[0.855],[0.8483015],[0.00783456],1.5684798e-05
[0.855],[0.84960276],[0.00631258],1.5684798e-05
[0.855],[0.8438043],[0.01309441],1.5684798e-05
[0.855],[0.84425807],[0.01256368],1.5684798e-05
[0.855],[0.847778],[0.00844678],1.5684798e-05
[1.443],[1.4235246],[0.01349643],1.5684798e-05
[1.443],[1.420342],[0.015702],1.5684798e-05
[1.443],[1.4243414],[0.01293037],1.5684798e-05
[0.855],[0.84653425],[0.00990148],1.5684798e-05
[1.443],[1.4178135],[0.01745421],1.5684798e-05
[1.443],[1.4193121],[0.01641569],1.5684798e-05
[1.443],[1.4223412],[0.01431652],1.5684798e-05
[0.855],[0.8436207],[0.01330912],1.5684798e-05
[1.443],[1.4210972],[0.01517866],1.5684798e-05
[1.443],[1.4219122],[0.01461384],1.5684798e-05
[1.443],[1.420455],[0.01562369],1.5684798e-05
[1.443],[1.4192762],[0.01644056],1.5684798e-05
[0.855],[0.845784],[0.01077896],1.5684798e-05
[1.443],[1.4238156],[0.01329477],1.5684798e-05
[1.443],[1.4228969],[0.01393146],1.5684798e-05
[1.443],[1.4211018],[0.01517543],1.5684798e-05
[0.855],[0.84996736],[0.00588615],1.5684798e-05
[0.855],[0.84790176],[0.00830206],1.5684798e-05
[1.443],[1.4194195],[0.01634126],1.5684798e-05
[1.443],[1.4235698],[0.01346511],1.5684798e-05
[0.855],[0.84743494],[0.00884805],1.5684798e-05
[0.855],[0.8489594],[0.00706507],1.5684798e-05
[1.443],[1.420496],[0.01559527],1.5684798e-05
[1.443],[1.4209223],[0.01529985],1.5684798e-05
[0.855],[0.8458913],[0.01065348],1.5684798e-05
[1.443],[1.4209334],[0.01529216],1.5684798e-05
[0.855],[0.8483644],[0.00776094],1.5684798e-05
[0.855],[0.84468144],[0.01206851],1.5684798e-05
[0.855],[0.84736437],[0.00893059],1.5684798e-05
[1.443],[1.4231077],[0.01378532],1.5684798e-05
[1.443],[1.4243355],[0.0129345],1.5684798e-05
[1.443],[1.4227567],[0.01402861],1.5684798e-05
[0.855],[0.8489729],[0.00704924],1.5684798e-05
[1.443],[1.419747],[0.01611432],1.5684798e-05
[0.855],[0.84706324],[0.00928278],1.5684798e-05
[0.855],[0.8471244],[0.00921125],1.5684798e-05
[1.443],[1.4220916],[0.01448951],1.5684798e-05
[1.443],[1.4197884],[0.01608565],1.5684798e-05
[0.855],[0.84894115],[0.0070864],1.5684798e-05
[1.443],[1.4229122],[0.0139208],1.5684798e-05
[0.855],[0.8483573],[0.00776924],1.5684798e-05
[1.443],[1.4208405],[0.01535652],1.5684798e-05
[1.443],[1.4231772],[0.01373716],1.5684798e-05
[0.855],[0.8471951],[0.00912857],1.5684798e-05
[1.443],[1.4183948],[0.01705139],1.5684798e-05
